timestamp,open,high,low,close,volume
2025-09-20 08:02:23+03:00,115554.65,115554.65,115554.65,115554.65,0.00096
2025-09-20 08:02:24+03:00,115554.64,115554.64,115554.64,115554.64,0.00146
2025-09-20 08:02:25+03:00,115554.65,115554.65,115554.65,115554.65,0.00024
2025-09-20 08:02:26+03:00,115554.65,115554.65,115554.64,115554.64,0.00138
2025-09-20 08:02:27+03:00,115554.65,115554.65,115554.64,115554.65,0.00386
2025-09-20 08:02:28+03:00,115554.65,115554.65,115554.64,115554.64,0.00073
2025-09-20 08:02:29+03:00,115554.65,115554.65,115554.65,115554.65,5e-05
2025-09-20 08:02:30+03:00,115554.65,115554.65,115554.64,115554.64,0.00478
2025-09-20 08:02:31+03:00,115554.64,115554.65,115554.64,115554.64,0.03057
2025-09-20 08:02:32+03:00,115554.64,115554.64,115554.64,115554.64,0.01001
2025-09-20 08:02:33+03:00,115554.65,115554.65,115554.65,115554.65,0.00125
2025-09-20 08:02:34+03:00,115554.64,115554.65,115554.64,115554.65,0.00101
2025-09-20 08:02:35+03:00,115554.65,115554.65,115554.65,115554.65,0.00442
2025-09-20 08:02:36+03:00,115554.64,115554.64,115554.64,115554.64,0.00355
2025-09-20 08:02:37+03:00,115554.64,115554.64,115554.64,115554.64,0.01124
2025-09-20 08:02:38+03:00,115554.64,115554.64,115554.64,115554.64,0.0
2025-09-20 08:02:39+03:00,115554.64,115554.64,115554.64,115554.64,0.00125
2025-09-20 08:02:40+03:00,115554.64,115554.65,115554.64,115554.65,0.02747
2025-09-20 08:02:41+03:00,115554.65,115554.65,115554.65,115554.65,0.00022
2025-09-20 08:02:42+03:00,115554.65,115554.65,115554.65,115554.65,0.00064
2025-09-20 08:02:43+03:00,115554.65,115554.65,115554.65,115554.65,0.0
2025-09-20 08:02:44+03:00,115554.65,115554.65,115548.06,115548.06,0.51084
2025-09-20 08:02:45+03:00,115548.07,115548.07,115548.06,115548.06,0.00044
2025-09-20 08:02:46+03:00,115548.07,115548.07,115548.06,115548.06,0.49469
2025-09-20 08:02:47+03:00,115548.06,115548.06,115548.06,115548.06,0.00057
2025-09-20 08:02:48+03:00,115548.06,115548.06,115548.06,115548.06,0.00172
2025-09-20 08:02:49+03:00,115548.07,115548.07,115548.07,115548.07,0.00024
2025-09-20 08:02:50+03:00,115548.07,115548.07,115548.07,115548.07,0.00474
2025-09-20 08:02:51+03:00,115548.07,115548.07,115548.07,115548.07,0.03163
2025-09-20 08:02:52+03:00,115548.06,115548.06,115540.0,115540.0,1.64076
2025-09-20 08:02:53+03:00,115540.0,115540.0,115540.0,115540.0,0.00083
2025-09-20 08:02:54+03:00,115540.0,115540.0,115540.0,115540.0,0.00129
2025-09-20 08:02:55+03:00,115540.01,115540.01,115540.0,115540.0,0.01123
2025-09-20 08:02:56+03:00,115540.0,115540.0,115540.0,115540.0,5e-05
2025-09-20 08:02:57+03:00,115540.0,115540.0,115540.0,115540.0,0.00276
2025-09-20 08:02:58+03:00,115540.01,115540.01,115540.01,115540.01,0.00057
2025-09-20 08:02:59+03:00,115540.01,115540.01,115540.01,115540.01,0.01218
2025-09-20 08:03:00+03:00,115540.01,115540.01,115540.01,115540.01,0.00962
2025-09-20 08:03:01+03:00,115540.0,115540.0,115540.0,115540.0,0.00159
2025-09-20 08:03:02+03:00,115540.01,115540.01,115540.0,115540.0,0.05016
2025-09-20 08:03:03+03:00,115540.01,115540.01,115540.0,115540.0,0.02408
2025-09-20 08:03:04+03:00,115540.01,115540.01,115535.17,115535.17,0.25703
2025-09-20 08:03:05+03:00,115535.17,115535.17,115535.17,115535.17,0.01618
2025-09-20 08:03:06+03:00,115535.17,115535.18,115535.17,115535.18,0.00104
2025-09-20 08:03:07+03:00,115535.18,115535.18,115535.17,115535.17,0.00206
2025-09-20 08:03:08+03:00,115535.17,115535.18,115535.17,115535.18,0.00423
2025-09-20 08:03:09+03:00,115535.18,115535.18,115535.17,115535.17,0.00384
2025-09-20 08:03:10+03:00,115535.18,115535.18,115535.17,115535.17,0.00095
2025-09-20 08:03:11+03:00,115535.17,115535.18,115535.17,115535.17,0.01032
2025-09-20 08:03:12+03:00,115535.17,115535.17,115535.17,115535.17,0.02021
2025-09-20 08:03:13+03:00,115535.18,115535.18,115535.17,115535.17,0.00243
2025-09-20 08:03:14+03:00,115535.17,115535.18,115535.17,115535.18,0.03024
2025-09-20 08:03:15+03:00,115535.17,115535.18,115535.17,115535.18,0.00101
2025-09-20 08:03:16+03:00,115535.17,115535.17,115535.17,115535.17,0.00022
